angular_velocity_ground_truth,angular_velocity_odometry,left_wheel_angular_ground_truth,left_wheel_angular_odometry,linear_velocity_ground_truth,linear_velocity_odometry,right_wheel_angular_ground_truth,right_wheel_angular_odometry,time_interval
-0.20881694787062693,-0.16965707211299655,5.584957321610943,5.584532484092276,0.4696530811814259,0.47580210617445134,4.851777815754076,4.988847653117754,12.150000000000018
-0.18259933461186012,-0.15432144937720899,5.526419917633828,5.606038966553401,0.46852709771837064,0.4801607179882071,4.88529336499663,5.064199210962311,12.300000000000018
-0.1535691727418852,-0.13886920209527728,5.455887574020592,5.622285802888051,0.4667659523686354,0.48406438832887083,4.916689145282417,5.134700604420189,12.450000000000019
-0.1510987595224034,-0.12338244980929898,5.430002202561262,5.633375700624876,0.4648265942259739,0.4875093859863696,4.899477669127046,5.200166210183338,12.60000000000002
-0.13997042135003704,-0.10794261821414605,5.549806312101105,5.639478622425914,0.47736724151579357,0.49049814234049716,5.058354610472086,5.260480096251801,12.75000000000002
-0.11525327431204105,-0.09262882885272643,5.667947201105112,5.640826269189964,0.4919052307581576,0.493039009268366,5.263280149076167,5.315596158995947,12.90000000000002
-0.0941777859133095,-0.07751643955312895,5.702888951415098,5.637704810018742,0.498379915453056,0.4951458354522924,5.372220280875035,5.365535977809978,13.05000000000002
-0.08452624591385645,-0.06267579485638873,5.797653944677797,5.630446302165757,0.5084337081666124,0.4968373916076087,5.500872903469145,5.410384622447769,13.20000000000002
-0.07473411809789561,-0.04817122832587824,5.493206594851919,5.619419293100823,0.4825806028772052,0.4981366823035853,5.230806802419308,5.450284758089961,13.350000000000021
-0.08500121387329215,-0.03406033947286248,5.627128814287743,5.605019101630393,0.4930114014939167,0.4990701855100232,5.328680107799294,5.48542946525901,13.500000000000021
-0.0485132260918234,-0.02039354918233549,5.562312400359109,5.587658239946865,0.49294302630981174,0.49966706082440887,5.391977073192263,5.516054222817775,13.650000000000022
-0.036159832785655266,-0.007213920775528579,5.497473661449532,5.567757372145086,0.48905937595032434,0.49995836401052424,5.3705124707798975,5.542428494755453,13.800000000000022
-0.02789276204674624,0.005442779521790742,5.6567964559674335,5.545737118144662,0.5047046246336832,0.4999762997974625,5.558861869225525,5.56484732179895,13.950000000000022
-0.003667305083788751,0.017547818252152323,5.487405347785152,5.522010916539692,0.49328704709742505,0.4997535377724123,5.474529032157627,5.583623256180582,14.100000000000023
0.02527901706043773,0.029079067261146223,5.341747358269242,5.496979065913209,0.4847513469397809,0.4993226085594499,5.430504795948112,5.599078902074567,14.250000000000023
-0.002448232793561912,0.04002045522503978,5.52699957732337,5.471023979556043,0.4970431411777206,0.4987153900856002,5.518403559959309,5.611540244568405,14.400000000000023
0.01747322823515241,0.05036133863826441,5.3492365804415565,5.4445066184940405,0.4841920623008941,0.49796268716930947,5.41058702624498,5.62133087415728,14.550000000000024
0.04908680955916256,0.06009582883205881,5.44750475814447,5.417764014690903,0.49803114414335004,0.4970939022776466,5.619854000596641,5.628767147034576,14.700000000000024
0.05132042179150859,0.06922210632202272,5.489448039543903,5.391107760380462,0.5021589502020096,0.4961367912331211,5.669639742722977,5.63415426702223,14.850000000000025
0.07797228624623187,0.07774174789911098,5.481160059554327,5.3648233191155645,0.5056240265867941,0.49511729488846035,5.754929420152207,5.637783233961332,15.000000000000025
0.0843360331961229,0.08565908601112232,5.426788867162549,5.33917000667198,0.5017360912896168,0.4940594361902355,5.722902050384492,5.639928575333254,15.150000000000025
0.07373105372255548,0.09298061459596782,5.468565991609159,5.3143814923003205,0.5038204457329881,0.49298527141319176,5.727443913568354,5.640846761326163,15.300000000000026
0.09114514765247057,0.09971445094309775,5.394633195710271,5.290666679799494,0.49991792094301474,0.49191488443096393,5.714653936356723,5.640775196444149,15.450000000000026
0.09996990086749614,0.10586985958539051,5.17235355384251,5.26821084049329,0.4813070641828903,0.49086641345888776,5.523358983555052,5.6399316808153275,15.600000000000026
0.09292710727011588,0.11145684181530452,5.402134600492685,5.247176883673501,0.50087459699302,0.4898561005374332,5.728411999352202,5.63851423938057,15.750000000000027
0.11676400869934793,0.11648579335599112,5.297575357863689,5.227706661770056,0.49523049558222904,0.4888983549095517,5.707546766185844,5.63670122510887,15.900000000000027
